complaint_id,complaint_text,category
834,Bus changed its usual route around 5 PM near Pettah. This is unacceptable.,Route Deviation
835,Bus changed its usual route at 8 AM near Kandy. Very disappointed.,Route Deviation
836,Bus did not follow assigned route today near Colombo. This is unacceptable.,Route Deviation
837,Bus changed its usual route at the bus stand. Please take action.,Route Deviation
838,Route was changed without notice this morning near Pettah. Please take action.,Route Deviation
839,Bus did not follow assigned route around 5 PM at the bus stand. Please take action.,Route Deviation
840,Bus did not follow assigned route today on Galle Road,Route Deviation
841,Driver took the wrong road during peak hours at the bus stand. Please take action.,Route Deviation
842,Bus skipped several stops at 8 AM. Kindly look into this issue.,Route Deviation
843,Bus changed its usual route during peak hours on Galle Road. Very disappointed.,Route Deviation
844,Bus skipped several stops during peak hours at the bus stand. Please take action.,Route Deviation
845,Route was changed without notice this morning near Pettah. Please take action.,Route Deviation
846,Bus changed its usual route near Pettah. Kindly look into this issue.,Route Deviation
847,Route was changed without notice at 8 AM near Pettah. Kindly look into this issue.,Route Deviation
848,Bus skipped several stops today at the bus stand,Route Deviation
849,Route was changed without notice at 8 AM. This is unacceptable.,Route Deviation
850,Route was changed without notice in the evening. This is unacceptable.,Route Deviation
851,Driver took the wrong road this morning near Colombo. Please take action.,Route Deviation
852,Driver took the wrong road at 8 AM on Galle Road. This is unacceptable.,Route Deviation
853,Route was changed without notice around 5 PM near Colombo. Kindly look into this issue.,Route Deviation
854,Route was changed without notice this morning,Route Deviation
855,Bus did not follow assigned route this morning near Pettah. Please take action.,Route Deviation
856,Bus changed its usual route at 8 AM near Colombo,Route Deviation
857,Driver took the wrong road at the bus stand,Route Deviation
858,Bus skipped several stops today on Galle Road. This is unacceptable.,Route Deviation
859,Driver took the wrong road at 8 AM at the bus stand. Please take action.,Route Deviation
860,Bus changed its usual route around 5 PM on Galle Road,Route Deviation
861,Bus skipped several stops in the evening near Pettah. This is unacceptable.,Route Deviation
862,Route was changed without notice. This is unacceptable.,Route Deviation
863,Bus skipped several stops today at the bus stand,Route Deviation
864,Driver took the wrong road last night near Kandy. Kindly look into this issue.,Route Deviation
865,Bus skipped several stops this morning near Pettah,Route Deviation
866,Bus changed its usual route during peak hours at the bus stand,Route Deviation
867,Bus did not follow assigned route during peak hours on Galle Road. Please take action.,Route Deviation
868,Driver took the wrong road this morning. Please take action.,Route Deviation
869,Bus skipped several stops near Pettah. Please take action.,Route Deviation
870,Driver took the wrong road today near Colombo. Please take action.,Route Deviation
871,Bus skipped several stops in the evening near Pettah. This is unacceptable.,Route Deviation
872,Bus skipped several stops at 8 AM. Kindly look into this issue.,Route Deviation
873,Route was changed without notice around 5 PM at the bus stand. This is unacceptable.,Route Deviation
874,Bus skipped several stops near Kandy. This is unacceptable.,Route Deviation
875,Bus skipped several stops in the evening,Route Deviation
876,Route was changed without notice near Pettah. Please take action.,Route Deviation
877,Bus did not follow assigned route in the evening on Galle Road. Please take action.,Route Deviation
878,Bus changed its usual route at 8 AM,Route Deviation
879,Bus skipped several stops at 8 AM on Galle Road. Please take action.,Route Deviation
880,Bus changed its usual route around 5 PM,Route Deviation
881,Route was changed without notice last night near Colombo. Please take action.,Route Deviation
882,Bus skipped several stops today near Kandy. Very disappointed.,Route Deviation
883,Bus did not follow assigned route in the evening on Galle Road,Route Deviation
884,Route was changed without notice in the evening near Pettah. Please take action.,Route Deviation
885,Driver took the wrong road in the evening. Very disappointed.,Route Deviation
886,Route was changed without notice this morning at the bus stand,Route Deviation
887,Bus did not follow assigned route around 5 PM at the bus stand. Kindly look into this issue.,Route Deviation
888,Bus skipped several stops last night near Pettah,Route Deviation
889,Bus changed its usual route last night at the bus stand. Kindly look into this issue.,Route Deviation
890,Bus changed its usual route last night. This is unacceptable.,Route Deviation
891,Route was changed without notice this morning near Colombo. Very disappointed.,Route Deviation
892,Bus skipped several stops at 8 AM. Please take action.,Route Deviation
893,Driver took the wrong road last night at the bus stand. Please take action.,Route Deviation
894,Route was changed without notice near Pettah. Kindly look into this issue.,Route Deviation
895,Bus skipped several stops at 8 AM. Kindly look into this issue.,Route Deviation
896,Bus did not follow assigned route at the bus stand,Route Deviation
897,Bus skipped several stops last night near Pettah. Please take action.,Route Deviation
898,Bus did not follow assigned route during peak hours near Kandy. Very disappointed.,Route Deviation
899,Route was changed without notice last night at the bus stand. Kindly look into this issue.,Route Deviation
900,Driver took the wrong road on Galle Road. Very disappointed.,Route Deviation
901,Bus skipped several stops at 8 AM on Galle Road. Very disappointed.,Route Deviation
902,Route was changed without notice today. This is unacceptable.,Route Deviation
903,Bus changed its usual route around 5 PM near Colombo. Please take action.,Route Deviation
904,Bus changed its usual route during peak hours near Pettah. Kindly look into this issue.,Route Deviation
905,Driver took the wrong road in the evening on Galle Road. Kindly look into this issue.,Route Deviation
906,Route was changed without notice today. Please take action.,Route Deviation
907,Route was changed without notice during peak hours near Colombo. This is unacceptable.,Route Deviation
908,Bus did not follow assigned route in the evening near Kandy. Kindly look into this issue.,Route Deviation
909,Driver took the wrong road last night at the bus stand. Kindly look into this issue.,Route Deviation
910,Driver took the wrong road at 8 AM near Pettah. Kindly look into this issue.,Route Deviation
911,Route was changed without notice around 5 PM. Very disappointed.,Route Deviation
912,Bus did not follow assigned route this morning. This is unacceptable.,Route Deviation
913,Route was changed without notice today near Kandy,Route Deviation
914,Bus skipped several stops. This is unacceptable.,Route Deviation
915,Bus skipped several stops last night at the bus stand. Kindly look into this issue.,Route Deviation
916,Bus changed its usual route at the bus stand. This is unacceptable.,Route Deviation
917,Bus changed its usual route last night near Kandy. Kindly look into this issue.,Route Deviation
918,Bus did not follow assigned route in the evening near Pettah. Please take action.,Route Deviation
919,Route was changed without notice today near Pettah. Very disappointed.,Route Deviation
920,Route was changed without notice near Pettah,Route Deviation
921,Bus skipped several stops around 5 PM at the bus stand,Route Deviation
922,Route was changed without notice near Pettah. Please take action.,Route Deviation
923,Bus skipped several stops during peak hours near Colombo. This is unacceptable.,Route Deviation
924,Driver took the wrong road during peak hours near Pettah,Route Deviation
925,Bus did not follow assigned route today at the bus stand. Very disappointed.,Route Deviation
926,Bus did not follow assigned route this morning on Galle Road,Route Deviation
927,Bus did not follow assigned route. Very disappointed.,Route Deviation
928,Driver took the wrong road during peak hours near Kandy,Route Deviation
929,Bus did not follow assigned route last night,Route Deviation
930,Route was changed without notice around 5 PM near Kandy. Please take action.,Route Deviation
931,Bus did not follow assigned route this morning at the bus stand. Very disappointed.,Route Deviation
932,Bus did not follow assigned route this morning near Kandy. Very disappointed.,Route Deviation
933,Route was changed without notice today near Pettah,Route Deviation
934,Driver took the wrong road in the evening near Colombo. Very disappointed.,Route Deviation
935,Driver took the wrong road around 5 PM at the bus stand,Route Deviation
936,Bus changed its usual route at 8 AM on Galle Road,Route Deviation
937,Bus did not follow assigned route in the evening near Colombo. This is unacceptable.,Route Deviation
938,Driver took the wrong road at 8 AM on Galle Road. Kindly look into this issue.,Route Deviation
939,Bus skipped several stops around 5 PM on Galle Road. Kindly look into this issue.,Route Deviation
940,Bus skipped several stops in the evening on Galle Road,Route Deviation
941,Bus skipped several stops at 8 AM. This is unacceptable.,Route Deviation
942,Bus skipped several stops in the evening near Colombo. Please take action.,Route Deviation
943,Bus changed its usual route around 5 PM. Very disappointed.,Route Deviation
944,Bus changed its usual route during peak hours near Pettah. Very disappointed.,Route Deviation
945,Bus did not follow assigned route today. Please take action.,Route Deviation
946,Bus skipped several stops in the evening near Kandy. This is unacceptable.,Route Deviation
947,Driver took the wrong road this morning near Kandy. Very disappointed.,Route Deviation
948,Bus did not follow assigned route during peak hours near Kandy. Very disappointed.,Route Deviation
949,Bus changed its usual route today near Kandy,Route Deviation
950,Bus skipped several stops around 5 PM on Galle Road. This is unacceptable.,Route Deviation
951,Route was changed without notice near Pettah. Please take action.,Route Deviation
952,Bus changed its usual route around 5 PM near Colombo. Please take action.,Route Deviation
953,Bus did not follow assigned route at 8 AM near Kandy,Route Deviation
954,Route was changed without notice around 5 PM near Colombo,Route Deviation
955,Driver took the wrong road near Pettah. This is unacceptable.,Route Deviation
956,Bus did not follow assigned route during peak hours on Galle Road. Kindly look into this issue.,Route Deviation
957,Route was changed without notice during peak hours near Pettah,Route Deviation
958,Route was changed without notice near Kandy,Route Deviation
959,Driver took the wrong road last night near Kandy. Kindly look into this issue.,Route Deviation
960,Driver took the wrong road near Kandy. Very disappointed.,Route Deviation
961,Bus skipped several stops around 5 PM near Pettah. Very disappointed.,Route Deviation
962,Driver took the wrong road at 8 AM near Pettah. Kindly look into this issue.,Route Deviation
963,Driver took the wrong road at the bus stand,Route Deviation
964,Bus changed its usual route today at the bus stand. Kindly look into this issue.,Route Deviation
965,Route was changed without notice near Kandy. Kindly look into this issue.,Route Deviation
966,Bus did not follow assigned route at 8 AM near Kandy. Please take action.,Route Deviation
967,Bus skipped several stops this morning on Galle Road. Kindly look into this issue.,Route Deviation
968,Bus changed its usual route last night at the bus stand. Very disappointed.,Route Deviation
969,Bus changed its usual route today near Pettah. Very disappointed.,Route Deviation
970,Bus did not follow assigned route in the evening near Colombo. This is unacceptable.,Route Deviation
971,Bus skipped several stops around 5 PM near Kandy. Please take action.,Route Deviation
972,Bus changed its usual route last night on Galle Road,Route Deviation
973,Driver took the wrong road today. Very disappointed.,Route Deviation
974,Route was changed without notice today near Colombo. This is unacceptable.,Route Deviation
975,Bus did not follow assigned route in the evening near Colombo. This is unacceptable.,Route Deviation
976,Bus skipped several stops at 8 AM near Colombo. Kindly look into this issue.,Route Deviation
977,Route was changed without notice today. Very disappointed.,Route Deviation
978,Bus did not follow assigned route last night at the bus stand. Kindly look into this issue.,Route Deviation
979,Bus did not follow assigned route this morning on Galle Road. Very disappointed.,Route Deviation
980,Driver took the wrong road in the evening at the bus stand. This is unacceptable.,Route Deviation
981,Bus skipped several stops around 5 PM on Galle Road. This is unacceptable.,Route Deviation
982,Bus did not follow assigned route today at the bus stand. This is unacceptable.,Route Deviation
983,Route was changed without notice today,Route Deviation
984,Bus skipped several stops today. Very disappointed.,Route Deviation
985,Bus changed its usual route today near Pettah. Please take action.,Route Deviation
986,Bus did not follow assigned route in the evening near Kandy,Route Deviation
987,Bus did not follow assigned route today near Pettah,Route Deviation
988,Bus did not follow assigned route this morning near Pettah. Please take action.,Route Deviation
989,Bus skipped several stops this morning on Galle Road. Kindly look into this issue.,Route Deviation
990,Bus changed its usual route around 5 PM near Pettah,Route Deviation
991,Bus did not follow assigned route last night. Please take action.,Route Deviation
992,Bus changed its usual route around 5 PM. Very disappointed.,Route Deviation
993,Driver took the wrong road today. Please take action.,Route Deviation
994,Bus skipped several stops last night near Pettah. Please take action.,Route Deviation
995,Bus changed its usual route at 8 AM on Galle Road. Please take action.,Route Deviation
996,Bus changed its usual route at the bus stand. Very disappointed.,Route Deviation
997,Driver took the wrong road this morning near Colombo. This is unacceptable.,Route Deviation
998,Bus skipped several stops at 8 AM near Kandy,Route Deviation
999,Bus changed its usual route during peak hours near Kandy. Kindly look into this issue.,Route Deviation
1000,Bus skipped several stops during peak hours near Colombo. Kindly look into this issue.,Route Deviation
1001,Floor was messy. Please take action.,Cleanliness
1002,Windows were very dirty this morning near Colombo. Kindly look into this issue.,Cleanliness
1003,Seats were dirty during peak hours at the bus stand. Very disappointed.,Cleanliness
1004,Seats were dirty around 5 PM at the bus stand. Very disappointed.,Cleanliness
1005,Bus was not clean in the evening at the bus stand. Please take action.,Cleanliness
1006,Bus was not clean last night near Kandy. Please take action.,Cleanliness
1007,Seats were dirty at the bus stand. This is unacceptable.,Cleanliness
1008,Floor was messy this morning near Colombo. Very disappointed.,Cleanliness
1009,Floor was messy near Colombo,Cleanliness
1010,There was garbage inside the bus during peak hours near Colombo. Kindly look into this issue.,Cleanliness
1011,Windows were very dirty last night,Cleanliness
1012,Windows were very dirty at 8 AM near Colombo. Please take action.,Cleanliness
1013,Floor was messy in the evening at the bus stand,Cleanliness
1014,Windows were very dirty in the evening near Pettah. Please take action.,Cleanliness
1015,Floor was messy at 8 AM near Colombo. This is unacceptable.,Cleanliness
1016,Floor was messy this morning near Colombo. Please take action.,Cleanliness
1017,Bus was not clean during peak hours near Colombo. Very disappointed.,Cleanliness
1018,Seats were dirty today near Pettah,Cleanliness
1019,Windows were very dirty last night near Kandy,Cleanliness
1020,Windows were very dirty today near Kandy. Kindly look into this issue.,Cleanliness
1021,There was garbage inside the bus last night. Kindly look into this issue.,Cleanliness
1022,There was garbage inside the bus around 5 PM at the bus stand. Kindly look into this issue.,Cleanliness
1023,There was garbage inside the bus at 8 AM at the bus stand. Kindly look into this issue.,Cleanliness
1024,Windows were very dirty near Colombo,Cleanliness
1025,Floor was messy this morning near Kandy. Please take action.,Cleanliness
1026,Windows were very dirty today near Kandy,Cleanliness
1027,There was garbage inside the bus today on Galle Road. Very disappointed.,Cleanliness
1028,Bus was not clean around 5 PM on Galle Road. This is unacceptable.,Cleanliness
1029,Floor was messy this morning. Please take action.,Cleanliness
1030,Windows were very dirty in the evening near Kandy. Please take action.,Cleanliness
1031,Windows were very dirty during peak hours near Kandy. Please take action.,Cleanliness
1032,Windows were very dirty this morning. Kindly look into this issue.,Cleanliness
1033,Windows were very dirty during peak hours near Colombo. Very disappointed.,Cleanliness
1034,Seats were dirty last night at the bus stand. This is unacceptable.,Cleanliness
1035,Seats were dirty today near Pettah. Kindly look into this issue.,Cleanliness
1036,Floor was messy. This is unacceptable.,Cleanliness
1037,There was garbage inside the bus today near Colombo. Please take action.,Cleanliness
1038,Floor was messy during peak hours near Kandy. Very disappointed.,Cleanliness
1039,Windows were very dirty last night near Pettah,Cleanliness
1040,There was garbage inside the bus around 5 PM near Kandy. This is unacceptable.,Cleanliness
1041,There was garbage inside the bus around 5 PM near Colombo. Please take action.,Cleanliness
1042,Floor was messy at 8 AM near Kandy,Cleanliness
1043,Windows were very dirty around 5 PM at the bus stand,Cleanliness
1044,There was garbage inside the bus this morning near Colombo. Kindly look into this issue.,Cleanliness
1045,There was garbage inside the bus at 8 AM at the bus stand,Cleanliness
1046,There was garbage inside the bus during peak hours at the bus stand. Kindly look into this issue.,Cleanliness
1047,There was garbage inside the bus today near Kandy. This is unacceptable.,Cleanliness
1048,Bus was not clean last night on Galle Road,Cleanliness
1049,Floor was messy during peak hours near Colombo. This is unacceptable.,Cleanliness
1050,Bus was not clean around 5 PM at the bus stand. This is unacceptable.,Cleanliness
1051,Bus was not clean in the evening at the bus stand. Kindly look into this issue.,Cleanliness
1052,Floor was messy. Very disappointed.,Cleanliness
1053,Windows were very dirty last night. Very disappointed.,Cleanliness
1054,Bus was not clean this morning near Kandy. Very disappointed.,Cleanliness
1055,Bus was not clean in the evening near Colombo. Kindly look into this issue.,Cleanliness
1056,Seats were dirty during peak hours near Kandy. Very disappointed.,Cleanliness
1057,There was garbage inside the bus at 8 AM near Kandy. Kindly look into this issue.,Cleanliness
1058,Seats were dirty last night near Colombo. Very disappointed.,Cleanliness
1059,There was garbage inside the bus on Galle Road. Please take action.,Cleanliness
1060,Floor was messy last night on Galle Road. Very disappointed.,Cleanliness
1061,Floor was messy in the evening on Galle Road,Cleanliness
1062,There was garbage inside the bus in the evening near Colombo,Cleanliness
1063,There was garbage inside the bus. Very disappointed.,Cleanliness
1064,Bus was not clean during peak hours near Pettah. Very disappointed.,Cleanliness
1065,Seats were dirty around 5 PM at the bus stand. Very disappointed.,Cleanliness
1066,Seats were dirty around 5 PM at the bus stand. This is unacceptable.,Cleanliness
1067,Bus was not clean in the evening near Kandy,Cleanliness
1068,Floor was messy around 5 PM near Pettah. Kindly look into this issue.,Cleanliness
1069,There was garbage inside the bus around 5 PM,Cleanliness
1070,Bus was not clean in the evening near Pettah. Kindly look into this issue.,Cleanliness
1071,Seats were dirty around 5 PM at the bus stand. This is unacceptable.,Cleanliness
1072,Floor was messy in the evening on Galle Road. This is unacceptable.,Cleanliness
1073,Bus was not clean this morning near Pettah,Cleanliness
1074,Seats were dirty around 5 PM near Pettah. Please take action.,Cleanliness
1075,There was garbage inside the bus near Colombo. Please take action.,Cleanliness
1076,Bus was not clean this morning on Galle Road. Please take action.,Cleanliness
1077,Windows were very dirty today at the bus stand. Please take action.,Cleanliness
1078,Floor was messy in the evening. Please take action.,Cleanliness
1079,Seats were dirty around 5 PM on Galle Road. Kindly look into this issue.,Cleanliness
1080,There was garbage inside the bus around 5 PM near Kandy. This is unacceptable.,Cleanliness
1081,Floor was messy during peak hours at the bus stand. Please take action.,Cleanliness
1082,Windows were very dirty around 5 PM at the bus stand. Kindly look into this issue.,Cleanliness
1083,There was garbage inside the bus last night near Pettah. This is unacceptable.,Cleanliness
1084,Windows were very dirty today near Kandy. Very disappointed.,Cleanliness
1085,Bus was not clean today near Kandy. Please take action.,Cleanliness
1086,Floor was messy at 8 AM on Galle Road. Please take action.,Cleanliness
1087,Floor was messy during peak hours near Colombo. This is unacceptable.,Cleanliness
1088,There was garbage inside the bus at the bus stand. This is unacceptable.,Cleanliness
1089,Floor was messy at 8 AM at the bus stand,Cleanliness
1090,Bus was not clean in the evening near Pettah. Please take action.,Cleanliness
1091,Bus was not clean at the bus stand,Cleanliness
1092,Seats were dirty this morning. This is unacceptable.,Cleanliness
1093,Windows were very dirty at 8 AM on Galle Road. Very disappointed.,Cleanliness
1094,There was garbage inside the bus around 5 PM near Colombo. This is unacceptable.,Cleanliness
1095,Floor was messy this morning near Pettah. This is unacceptable.,Cleanliness
1096,Bus was not clean last night near Kandy. Please take action.,Cleanliness
1097,Seats were dirty in the evening on Galle Road. Kindly look into this issue.,Cleanliness
1098,Windows were very dirty today. Kindly look into this issue.,Cleanliness
1099,Floor was messy in the evening near Colombo. Very disappointed.,Cleanliness
1100,Floor was messy in the evening at the bus stand. Kindly look into this issue.,Cleanliness
1101,Floor was messy around 5 PM near Pettah,Cleanliness
1102,Windows were very dirty during peak hours on Galle Road. Kindly look into this issue.,Cleanliness
1103,Seats were dirty in the evening,Cleanliness
1104,Windows were very dirty around 5 PM near Pettah. This is unacceptable.,Cleanliness
1105,Floor was messy around 5 PM at the bus stand. This is unacceptable.,Cleanliness
1106,Seats were dirty last night,Cleanliness
1107,Bus was not clean around 5 PM at the bus stand. This is unacceptable.,Cleanliness
1108,Floor was messy at 8 AM at the bus stand. Kindly look into this issue.,Cleanliness
1109,Bus was not clean today on Galle Road. Very disappointed.,Cleanliness
1110,There was garbage inside the bus last night near Kandy. This is unacceptable.,Cleanliness
1111,Floor was messy this morning,Cleanliness
1112,Floor was messy during peak hours,Cleanliness
1113,Bus was not clean last night near Kandy. Very disappointed.,Cleanliness
1114,Floor was messy during peak hours at the bus stand. This is unacceptable.,Cleanliness
1115,There was garbage inside the bus around 5 PM at the bus stand. Kindly look into this issue.,Cleanliness
1116,Seats were dirty this morning. This is unacceptable.,Cleanliness
1117,Windows were very dirty last night on Galle Road. This is unacceptable.,Cleanliness
1118,Seats were dirty this morning near Pettah. This is unacceptable.,Cleanliness
1119,Windows were very dirty near Colombo. This is unacceptable.,Cleanliness
1120,Floor was messy during peak hours at the bus stand. Please take action.,Cleanliness
1121,Windows were very dirty this morning near Colombo. This is unacceptable.,Cleanliness
1122,There was garbage inside the bus in the evening on Galle Road. This is unacceptable.,Cleanliness
1123,There was garbage inside the bus near Colombo. This is unacceptable.,Cleanliness
1124,Floor was messy around 5 PM near Pettah. Please take action.,Cleanliness
1125,Seats were dirty at 8 AM at the bus stand. This is unacceptable.,Cleanliness
1126,Floor was messy around 5 PM near Kandy,Cleanliness
1127,Windows were very dirty last night at the bus stand. Kindly look into this issue.,Cleanliness
1128,Bus was not clean at 8 AM near Colombo. This is unacceptable.,Cleanliness
1129,Floor was messy last night at the bus stand. Please take action.,Cleanliness
1130,Bus was not clean today on Galle Road. This is unacceptable.,Cleanliness
1131,Bus was not clean today. Very disappointed.,Cleanliness
1132,Bus was not clean around 5 PM near Kandy,Cleanliness
1133,Windows were very dirty at 8 AM near Pettah. Please take action.,Cleanliness
1134,Seats were dirty around 5 PM near Kandy. This is unacceptable.,Cleanliness
1135,Floor was messy this morning near Pettah. Kindly look into this issue.,Cleanliness
1136,Windows were very dirty near Pettah,Cleanliness
1137,Seats were dirty on Galle Road. Very disappointed.,Cleanliness
1138,Floor was messy at 8 AM at the bus stand,Cleanliness
1139,There was garbage inside the bus in the evening near Pettah. Kindly look into this issue.,Cleanliness
1140,Floor was messy during peak hours. Kindly look into this issue.,Cleanliness
1141,Windows were very dirty near Kandy. Kindly look into this issue.,Cleanliness
1142,Windows were very dirty in the evening near Pettah. Please take action.,Cleanliness
1143,Bus was not clean today on Galle Road. This is unacceptable.,Cleanliness
1144,Bus was not clean last night near Kandy. Please take action.,Cleanliness
1145,There was garbage inside the bus today near Kandy. Very disappointed.,Cleanliness
1146,Bus was not clean near Colombo,Cleanliness
1147,There was garbage inside the bus this morning on Galle Road,Cleanliness
1148,There was garbage inside the bus today at the bus stand. Please take action.,Cleanliness
1149,There was garbage inside the bus today at the bus stand. This is unacceptable.,Cleanliness
1150,Bus was not clean during peak hours near Colombo. Kindly look into this issue.,Cleanliness
1151,Floor was messy this morning near Kandy. Please take action.,Cleanliness
1152,There was garbage inside the bus in the evening at the bus stand. This is unacceptable.,Cleanliness
1153,There was garbage inside the bus in the evening near Colombo. Kindly look into this issue.,Cleanliness
1154,Windows were very dirty at 8 AM. This is unacceptable.,Cleanliness
1155,Bus was not clean last night. Kindly look into this issue.,Cleanliness
1156,Floor was messy at 8 AM near Kandy,Cleanliness
1157,Bus was not clean at 8 AM on Galle Road. This is unacceptable.,Cleanliness
1158,Bus was not clean this morning near Kandy,Cleanliness
1159,Bus was not clean near Pettah,Cleanliness
1160,Floor was messy near Kandy. Very disappointed.,Cleanliness
1161,Seats were dirty last night near Pettah. Please take action.,Cleanliness
1162,Windows were very dirty this morning at the bus stand,Cleanliness
1163,Bus was not clean around 5 PM. Kindly look into this issue.,Cleanliness
1164,Seats were dirty in the evening near Kandy. Please take action.,Cleanliness
1165,Bus was not clean today near Pettah. This is unacceptable.,Cleanliness
1166,Windows were very dirty during peak hours. Please take action.,Cleanliness
1167,Bus was not clean in the evening near Colombo. Kindly look into this issue.,Cleanliness
1168,Floor was messy at the bus stand. This is unacceptable.,Cleanliness
1169,Floor was messy today near Pettah. Please take action.,Cleanliness
1170,There was garbage inside the bus around 5 PM near Colombo. Kindly look into this issue.,Cleanliness
1171,Floor was messy around 5 PM near Colombo. Very disappointed.,Cleanliness
1172,Floor was messy during peak hours at the bus stand. Kindly look into this issue.,Cleanliness
1173,There was garbage inside the bus at the bus stand. This is unacceptable.,Cleanliness
1174,Seats were dirty in the evening near Colombo,Cleanliness
1175,Windows were very dirty this morning near Colombo. Kindly look into this issue.,Cleanliness
1176,Seats were dirty near Colombo,Cleanliness
1177,Windows were very dirty today at the bus stand. Very disappointed.,Cleanliness
1178,Bus was not clean this morning. Very disappointed.,Cleanliness
1179,Windows were very dirty at 8 AM near Colombo. Very disappointed.,Cleanliness
1180,Seats were dirty in the evening near Pettah. Please take action.,Cleanliness
1181,Windows were very dirty last night,Cleanliness
1182,Bus was not clean this morning. Very disappointed.,Cleanliness
1183,Windows were very dirty today near Pettah. This is unacceptable.,Cleanliness
1184,Windows were very dirty during peak hours near Kandy. Please take action.,Cleanliness
1185,Floor was messy last night near Kandy. Kindly look into this issue.,Cleanliness
1186,Bus was not clean at 8 AM. Please take action.,Cleanliness
1187,Windows were very dirty at 8 AM,Cleanliness
1188,Seats were dirty at 8 AM near Colombo. This is unacceptable.,Cleanliness
1189,There was garbage inside the bus this morning on Galle Road,Cleanliness
1190,Windows were very dirty at 8 AM. Please take action.,Cleanliness
1191,There was garbage inside the bus this morning. Very disappointed.,Cleanliness
1192,There was garbage inside the bus in the evening at the bus stand. This is unacceptable.,Cleanliness
1193,Bus was not clean this morning on Galle Road. Very disappointed.,Cleanliness
1194,Floor was messy in the evening on Galle Road. Very disappointed.,Cleanliness
1195,There was garbage inside the bus during peak hours near Pettah. Kindly look into this issue.,Cleanliness
1196,Floor was messy at 8 AM. Very disappointed.,Cleanliness
1197,There was garbage inside the bus today near Pettah. Please take action.,Cleanliness
1198,Windows were very dirty during peak hours at the bus stand. This is unacceptable.,Cleanliness
1199,There was garbage inside the bus around 5 PM. Please take action.,Cleanliness
1200,Windows were very dirty in the evening at the bus stand,Cleanliness
1201,Floor was messy during peak hours on Galle Road. Kindly look into this issue.,Cleanliness
1202,There was garbage inside the bus last night on Galle Road. Please take action.,Cleanliness
1203,Windows were very dirty around 5 PM near Colombo. Kindly look into this issue.,Cleanliness
1204,Floor was messy today near Kandy. Please take action.,Cleanliness
1205,Seats were dirty around 5 PM near Kandy. This is unacceptable.,Cleanliness
1206,There was garbage inside the bus around 5 PM near Colombo. Please take action.,Cleanliness
1207,There was garbage inside the bus near Kandy. Please take action.,Cleanliness
1208,Seats were dirty in the evening on Galle Road. This is unacceptable.,Cleanliness
1209,Floor was messy today. Very disappointed.,Cleanliness
1210,Windows were very dirty last night at the bus stand. Please take action.,Cleanliness
1211,Bus was not clean last night at the bus stand. Very disappointed.,Cleanliness
1212,There was garbage inside the bus this morning at the bus stand. Please take action.,Cleanliness
1213,Windows were very dirty in the evening near Pettah. Please take action.,Cleanliness
1214,Seats were dirty near Pettah. Very disappointed.,Cleanliness
1215,Floor was messy this morning near Colombo. Please take action.,Cleanliness
1216,Bus was not clean during peak hours near Colombo. Please take action.,Cleanliness
1217,Floor was messy today near Pettah. Please take action.,Cleanliness
1218,Bus was not clean during peak hours. Very disappointed.,Cleanliness
1219,Seats were dirty in the evening near Pettah,Cleanliness
1220,There was garbage inside the bus today near Pettah,Cleanliness
1221,Seats were dirty today near Colombo. This is unacceptable.,Cleanliness
1222,There was garbage inside the bus today near Colombo. Kindly look into this issue.,Cleanliness
1223,Floor was messy during peak hours near Colombo. Kindly look into this issue.,Cleanliness
1224,Floor was messy during peak hours near Colombo,Cleanliness
1225,Floor was messy this morning on Galle Road. This is unacceptable.,Cleanliness
1226,Windows were very dirty this morning near Colombo. This is unacceptable.,Cleanliness
1227,There was garbage inside the bus this morning near Pettah. This is unacceptable.,Cleanliness
1228,Seats were dirty during peak hours near Kandy. This is unacceptable.,Cleanliness
1229,Seats were dirty at 8 AM near Pettah. Please take action.,Cleanliness
1230,There was garbage inside the bus this morning at the bus stand,Cleanliness
1231,Bus was not clean today on Galle Road. This is unacceptable.,Cleanliness
1232,There was garbage inside the bus last night. This is unacceptable.,Cleanliness
1233,Seats were dirty today. Kindly look into this issue.,Cleanliness
1234,Bus was not clean today near Kandy. This is unacceptable.,Cleanliness
1235,There was garbage inside the bus during peak hours near Kandy,Cleanliness
1236,There was garbage inside the bus around 5 PM. Very disappointed.,Cleanliness
1237,Seats were dirty during peak hours near Colombo. This is unacceptable.,Cleanliness
1238,Bus was not clean this morning on Galle Road. This is unacceptable.,Cleanliness
1239,Seats were dirty during peak hours on Galle Road. Kindly look into this issue.,Cleanliness
1240,Bus was not clean last night near Pettah. This is unacceptable.,Cleanliness
1241,Floor was messy this morning near Kandy. This is unacceptable.,Cleanliness
1242,There was garbage inside the bus in the evening near Kandy. Kindly look into this issue.,Cleanliness
1243,Windows were very dirty in the evening on Galle Road,Cleanliness
1244,Bus was not clean at 8 AM. Very disappointed.,Cleanliness
1245,There was garbage inside the bus during peak hours on Galle Road,Cleanliness
1246,There was garbage inside the bus on Galle Road,Cleanliness
1247,Floor was messy last night on Galle Road. Please take action.,Cleanliness
1248,Floor was messy at the bus stand. Kindly look into this issue.,Cleanliness
1249,Bus was not clean last night at the bus stand. Very disappointed.,Cleanliness
1250,Bus was not clean in the evening near Kandy. This is unacceptable.,Cleanliness
1251,No space to stand properly in the evening at the bus stand. Very disappointed.,Overcrowding
